2014-07-06 15:35:00 +0000 UTC	Why Should I Cry For You?	Sting	https://www.last.fm/music/Sting/_/Why+Should+I+Cry+For+You%3F
2014-07-06 15:35:00 +0000 UTC	Local Boy in the Photograph	Stereophonics	https://www.last.fm/music/Stereophonics/_/Local+Boy+in+the+Photograph
2014-07-06 15:35:00 +0000 UTC	Never Coming Home	Sting	https://www.last.fm/music/Sting/_/Never+Coming+Home
2014-07-06 22:23:00 +0000 UTC	Tomorrow Never Knows	The Beatles	https://www.last.fm/music/The+Beatles/_/Tomorrow+Never+Knows
2014-07-06 22:23:00 +0000 UTC	Lucy in the Sky with Diamonds	The Beatles	https://www.last.fm/music/The+Beatles/_/Lucy+in+the+Sky+with+Diamonds
2014-07-06 22:23:00 +0000 UTC	Eleanor Rigby	The Beatles	https://www.last.fm/music/The+Beatles/_/Eleanor+Rigby
2014-07-06 22:23:00 +0000 UTC	Yesterday	The Beatles	https://www.last.fm/music/The+Beatles/_/Yesterday
2014-07-06 22:23:00 +0000 UTC	It's Only Love	The Beatles	https://www.last.fm/music/The+Beatles/_/It%27s+Only+Love
2014-07-06 22:23:00 +0000 UTC	The Fool on the Hill	The Beatles	https://www.last.fm/music/The+Beatles/_/The+Fool+on+the+Hill
2014-07-06 22:23:00 +0000 UTC	Yellow Submarine	The Beatles	https://www.last.fm/music/The+Beatles/_/Yellow+Submarine
2014-07-06 22:23:00 +0000 UTC	I'm Only Sleeping	The Beatles	https://www.last.fm/music/The+Beatles/_/I%27m+Only+Sleeping
2014-07-06 22:23:00 +0000 UTC	Nowhere Man	The Beatles	https://www.last.fm/music/The+Beatles/_/Nowhere+Man
2014-07-25 02:41:00 +0000 UTC	Another's Arms	Coldplay	https://www.last.fm/music/Coldplay/_/Another%27s+Arms
2014-07-25 02:41:00 +0000 UTC	Christmas Time	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/Christmas+Time
2014-07-25 02:41:00 +0000 UTC	Christmas Lights	Coldplay	https://www.last.fm/music/Coldplay/_/Christmas+Lights
2014-07-25 02:41:00 +0000 UTC	Boots	The Killers	https://www.last.fm/music/The+Killers/_/Boots
2014-10-05 15:37:00 +0000 UTC	Tick Tock Round The Clock	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Tick+Tock+Round+The+Clock
2014-10-05 15:37:00 +0000 UTC	The Impossible Girl	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Impossible+Girl
2014-10-05 15:37:00 +0000 UTC	Loving Isn't Knowing (The Almost People Suite)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Loving+Isn%27t+Knowing+(The+Almost+People+Suite)
2014-10-05 15:37:00 +0000 UTC	Trenzalore	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Trenzalore
2014-10-05 15:37:00 +0000 UTC	Always You, Never A Replacement	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Always+You,+Never+A+Replacement
2014-10-05 15:37:00 +0000 UTC	Goodbye Pond	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Goodbye+Pond
2014-10-05 15:37:00 +0000 UTC	Remember Me	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Remember+Me
2014-10-05 15:37:00 +0000 UTC	River's Waltz	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/River%27s+Waltz
2014-10-05 15:37:00 +0000 UTC	Nobody's Hero	Bon Jovi	https://www.last.fm/music/Bon+Jovi/_/Nobody%27s+Hero
2014-10-05 15:37:00 +0000 UTC	I Believe	Bon Jovi	https://www.last.fm/music/Bon+Jovi/_/I+Believe
2014-10-05 15:37:00 +0000 UTC	Kidnap An Angel	Bon Jovi	https://www.last.fm/music/Bon+Jovi/_/Kidnap+An+Angel
2014-10-05 15:37:00 +0000 UTC	Miss Fourth Of July	Bon Jovi	https://www.last.fm/music/Bon+Jovi/_/Miss+Fourth+Of+July
2014-10-05 15:37:00 +0000 UTC	Stay	Bon Jovi	https://www.last.fm/music/Bon+Jovi/_/Stay
2014-10-05 15:37:00 +0000 UTC	Englishman in New York	Sting	https://www.last.fm/music/Sting/_/Englishman+in+New+York
2014-10-05 15:37:00 +0000 UTC	5:02 PM	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/5:02+PM
2014-10-05 15:37:00 +0000 UTC	Forgiven	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Forgiven
2014-10-05 15:37:00 +0000 UTC	The Wedding of River Song	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Wedding+of+River+Song
2014-10-05 15:37:00 +0000 UTC	Time is Moving	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Time+is+Moving
2014-10-05 15:37:00 +0000 UTC	Tick Tock (Vocal Track)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Tick+Tock+(Vocal+Track)
2014-10-05 15:37:00 +0000 UTC	My Time Is Running Out	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/My+Time+Is+Running+Out
2014-10-05 15:37:00 +0000 UTC	Night Terrors	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Night+Terrors
2014-10-05 15:37:00 +0000 UTC	Crimson Horror	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Crimson+Horror
2014-10-05 15:38:00 +0000 UTC	Oswin Oswald	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Oswin+Oswald
2014-10-05 15:38:00 +0000 UTC	Together Or Not At All (The Song Of Amy And Rory)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Together+Or+Not+At+All+(The+Song+Of+Amy+And+Rory)
2014-10-05 15:38:00 +0000 UTC	But Tonight We Dance	Rise Against	https://www.last.fm/music/Rise+Against/_/But+Tonight+We+Dance
2014-10-05 15:38:00 +0000 UTC	Clara	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Clara
2014-10-05 15:38:00 +0000 UTC	Melody Malone	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Melody+Malone
2014-10-18 15:25:00 +0000 UTC	Every Breaking Wave	U2	https://www.last.fm/music/U2/_/Every+Breaking+Wave
2014-10-18 15:25:00 +0000 UTC	White as Snow	U2	https://www.last.fm/music/U2/_/White+as+Snow
2014-10-18 15:25:00 +0000 UTC	I'll Go Crazy If I Don't Go Crazy Tonight	U2	https://www.last.fm/music/U2/_/I%27ll+Go+Crazy+If+I+Don%27t+Go+Crazy+Tonight
2014-10-18 15:25:00 +0000 UTC	Moment of Surrender	U2	https://www.last.fm/music/U2/_/Moment+of+Surrender
2014-10-18 15:25:00 +0000 UTC	No Line on the Horizon	U2	https://www.last.fm/music/U2/_/No+Line+on+the+Horizon
2014-10-18 15:25:00 +0000 UTC	Magnificent	U2	https://www.last.fm/music/U2/_/Magnificent
2014-10-18 15:25:00 +0000 UTC	Song for Someone	U2	https://www.last.fm/music/U2/_/Song+for+Someone
2014-10-18 15:26:00 +0000 UTC	City of Blinding Lights	U2	https://www.last.fm/music/U2/_/City+of+Blinding+Lights
2014-10-18 15:26:00 +0000 UTC	A Man and a Woman	U2	https://www.last.fm/music/U2/_/A+Man+and+a+Woman
2014-10-18 15:26:00 +0000 UTC	Miracle Drug	U2	https://www.last.fm/music/U2/_/Miracle+Drug
2014-10-18 15:26:00 +0000 UTC	Peace on Earth	U2	https://www.last.fm/music/U2/_/Peace+on+Earth
2014-10-18 15:26:00 +0000 UTC	Sometimes You Can't Make It On Your Own	U2	https://www.last.fm/music/U2/_/Sometimes+You+Can%27t+Make+It+On+Your+Own
2014-10-21 06:47:00 +0000 UTC	You Are Fading	Editors	https://www.last.fm/music/Editors/_/You+Are+Fading
2014-10-22 22:37:00 +0000 UTC	Things That Stop You Dreaming	Passenger	https://www.last.fm/music/Passenger/_/Things+That+Stop+You+Dreaming
2014-10-22 22:37:00 +0000 UTC	Staring at the Stars	Passenger	https://www.last.fm/music/Passenger/_/Staring+at+the+Stars
2014-10-22 22:37:00 +0000 UTC	Let Her Go	Passenger	https://www.last.fm/music/Passenger/_/Let+Her+Go
2014-10-22 22:38:00 +0000 UTC	Life's for the Living	Passenger	https://www.last.fm/music/Passenger/_/Life%27s+for+the+Living
2014-10-22 22:38:00 +0000 UTC	Patient Love	Passenger	https://www.last.fm/music/Passenger/_/Patient+Love
2014-10-25 11:40:00 +0000 UTC	The Planets Bend Between Us	Snow Patrol	https://www.last.fm/music/Snow+Patrol/_/The+Planets+Bend+Between+Us
2014-10-25 11:40:00 +0000 UTC	Victim	Avenged Sevenfold	https://www.last.fm/music/Avenged+Sevenfold/_/Victim
2014-10-25 11:40:00 +0000 UTC	We Might as Well Be Strangers	Keane	https://www.last.fm/music/Keane/_/We+Might+as+Well+Be+Strangers
2014-10-25 11:40:00 +0000 UTC	I Won't See You Tonight Part 1	Avenged Sevenfold	https://www.last.fm/music/Avenged+Sevenfold/_/I+Won%27t+See+You+Tonight+Part+1
2014-10-25 11:41:00 +0000 UTC	Strength of the World	Avenged Sevenfold	https://www.last.fm/music/Avenged+Sevenfold/_/Strength+of+the+World
2014-10-25 11:41:00 +0000 UTC	Bat Country	Avenged Sevenfold	https://www.last.fm/music/Avenged+Sevenfold/_/Bat+Country
2014-10-25 11:41:00 +0000 UTC	The Wicked End	Avenged Sevenfold	https://www.last.fm/music/Avenged+Sevenfold/_/The+Wicked+End
2014-11-02 14:55:00 +0000 UTC	Please Forgive Me	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/Please+Forgive+Me
2014-11-02 14:55:00 +0000 UTC	I'm a Liar	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/I%27m+a+Liar
2014-11-02 14:55:00 +0000 UTC	Dust in the Sunlight	Editors	https://www.last.fm/music/Editors/_/Dust+in+the+Sunlight
2014-11-02 14:55:00 +0000 UTC	An End Has A Start	Editors	https://www.last.fm/music/Editors/_/An+End+Has+A+Start
2014-11-02 14:55:00 +0000 UTC	Do I Have to Say the Words?	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/Do+I+Have+to+Say+the+Words%3F
2014-11-02 14:55:00 +0000 UTC	I'll Always Be Right There	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/I%27ll+Always+Be+Right+There
2014-11-04 09:16:00 +0000 UTC	Miss America	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/Miss+America
2014-11-04 09:16:00 +0000 UTC	Final Masquerade	Linkin Park	https://www.last.fm/music/Linkin+Park/_/Final+Masquerade
2014-11-04 09:16:00 +0000 UTC	Mark the Graves	Linkin Park	https://www.last.fm/music/Linkin+Park/_/Mark+the+Graves
2014-11-04 09:16:00 +0000 UTC	Fields of Gold	Sting	https://www.last.fm/music/Sting/_/Fields+of+Gold
2014-11-04 09:16:00 +0000 UTC	Room Service	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/Room+Service
2014-11-06 22:41:00 +0000 UTC	When You Love Someone	Bryan Adams	https://www.last.fm/music/Bryan+Adams/_/When+You+Love+Someone
2014-11-09 01:26:00 +0000 UTC	Owls (Are Watching)	Funeral for a Friend	https://www.last.fm/music/Funeral+for+a+Friend/_/Owls+(Are+Watching)
2014-11-09 01:26:00 +0000 UTC	Front Row Seats to the End of the World	Funeral for a Friend	https://www.last.fm/music/Funeral+for+a+Friend/_/Front+Row+Seats+to+the+End+of+the+World
2014-11-09 01:26:00 +0000 UTC	The Distance	Funeral for a Friend	https://www.last.fm/music/Funeral+for+a+Friend/_/The+Distance
2014-11-09 01:27:00 +0000 UTC	Chasing the Sun	Billy Talent	https://www.last.fm/music/Billy+Talent/_/Chasing+the+Sun
2014-11-09 01:27:00 +0000 UTC	Ghost on the Dance Floor	blink-182	https://www.last.fm/music/blink-182/_/Ghost+on+the+Dance+Floor
2014-11-09 01:27:00 +0000 UTC	Cure For the Enemy	Billy Talent	https://www.last.fm/music/Billy+Talent/_/Cure+For+the+Enemy
2014-11-09 01:27:00 +0000 UTC	Dead Silence	Billy Talent	https://www.last.fm/music/Billy+Talent/_/Dead+Silence
2014-11-09 01:27:00 +0000 UTC	Hanging by a Thread	Billy Talent	https://www.last.fm/music/Billy+Talent/_/Hanging+by+a+Thread
2014-11-09 01:27:00 +0000 UTC	Stand Up and Run	Billy Talent	https://www.last.fm/music/Billy+Talent/_/Stand+Up+and+Run
2014-11-13 14:23:00 +0000 UTC	Growing Up Fast	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Growing+Up+Fast
2014-11-13 14:23:00 +0000 UTC	The Sad Man With A Box	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Sad+Man+With+A+Box
2014-11-13 14:23:00 +0000 UTC	With Love, Vincent	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/With+Love,+Vincent
2014-11-13 14:23:00 +0000 UTC	36 Years	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/36+Years
2014-11-20 12:29:00 +0000 UTC	"40"	U2	https://www.last.fm/music/U2/_/%2240%22
2014-11-21 18:16:00 +0000 UTC	October	U2	https://www.last.fm/music/U2/_/October
2014-11-22 06:58:00 +0000 UTC	Sunday Bloody Sunday	U2	https://www.last.fm/music/U2/_/Sunday+Bloody+Sunday
2014-11-22 06:59:00 +0000 UTC	Love Rescue Me	U2	https://www.last.fm/music/U2/_/Love+Rescue+Me
2014-11-22 06:59:00 +0000 UTC	''40''	U2	https://www.last.fm/music/U2/_/%27%2740%27%27
2014-11-22 06:59:00 +0000 UTC	Tomorrow	U2	https://www.last.fm/music/U2/_/Tomorrow
2014-11-22 06:59:00 +0000 UTC	Shadows And Tall Trees	U2	https://www.last.fm/music/U2/_/Shadows+And+Tall+Trees
2014-11-22 06:59:00 +0000 UTC	Your Blue Room	U2	https://www.last.fm/music/U2/_/Your+Blue+Room
2014-11-22 06:59:00 +0000 UTC	Van Diemen's Land	U2	https://www.last.fm/music/U2/_/Van+Diemen%27s+Land
2014-11-22 06:59:00 +0000 UTC	The Hands That Built America (Theme From 'Gangs Of New York')	U2	https://www.last.fm/music/U2/_/The+Hands+That+Built+America+(Theme+From+%27Gangs+Of+New+York%27)
2014-11-22 06:59:00 +0000 UTC	The Electric Co.	U2	https://www.last.fm/music/U2/_/The+Electric+Co.
2014-11-22 06:59:00 +0000 UTC	Mothers of the Disappeared	U2	https://www.last.fm/music/U2/_/Mothers+of+the+Disappeared
2014-11-22 21:16:00 +0000 UTC	If God Will Send His Angels	U2	https://www.last.fm/music/U2/_/If+God+Will+Send+His+Angels
2014-11-22 21:16:00 +0000 UTC	Ordinary Love	U2	https://www.last.fm/music/U2/_/Ordinary+Love
2014-11-22 21:16:00 +0000 UTC	Running to Stand Still	U2	https://www.last.fm/music/U2/_/Running+to+Stand+Still
2014-11-25 11:09:00 +0000 UTC	Stranger In A Strange Land	U2	https://www.last.fm/music/U2/_/Stranger+In+A+Strange+Land
2014-11-25 11:09:00 +0000 UTC	Who's Gonna Ride Your Wild Horses	U2	https://www.last.fm/music/U2/_/Who%27s+Gonna+Ride+Your+Wild+Horses
2014-11-25 19:06:00 +0000 UTC	A Postcard to Henry Purcell	Dario Marianelli	https://www.last.fm/music/Dario+Marianelli/_/A+Postcard+to+Henry+Purcell
2014-12-05 22:36:00 +0000 UTC	Runaways	The Killers	https://www.last.fm/music/The+Killers/_/Runaways
2014-12-05 22:36:00 +0000 UTC	Be Still	The Killers	https://www.last.fm/music/The+Killers/_/Be+Still
2014-12-05 22:36:00 +0000 UTC	All These Things That I've Done	The Killers	https://www.last.fm/music/The+Killers/_/All+These+Things+That+I%27ve+Done
2014-12-05 22:36:00 +0000 UTC	Mr. Brightside	The Killers	https://www.last.fm/music/The+Killers/_/Mr.+Brightside
2014-12-05 22:36:00 +0000 UTC	Carry Me Home	The Killers	https://www.last.fm/music/The+Killers/_/Carry+Me+Home
2014-12-05 22:36:00 +0000 UTC	Heart of a Girl	The Killers	https://www.last.fm/music/The+Killers/_/Heart+of+a+Girl
2014-12-05 22:36:00 +0000 UTC	The Way It Was	The Killers	https://www.last.fm/music/The+Killers/_/The+Way+It+Was
2014-12-05 22:36:00 +0000 UTC	Here with Me	The Killers	https://www.last.fm/music/The+Killers/_/Here+with+Me
2014-12-05 22:36:00 +0000 UTC	Miss Atomic Bomb	The Killers	https://www.last.fm/music/The+Killers/_/Miss+Atomic+Bomb
2014-12-26 20:34:00 +0000 UTC	Song for Ten (performed by Tim Phillips)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Song+for+Ten+(performed+by+Tim+Phillips)
2014-12-27 18:29:00 +0000 UTC	Boe	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Boe
2014-12-27 18:30:00 +0000 UTC	Doomsday	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Doomsday
2014-12-27 18:30:00 +0000 UTC	Doctor Who Theme (Album Version)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Doctor+Who+Theme+(Album+Version)
2014-12-28 17:11:00 +0000 UTC	The Stowaway	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Stowaway
2014-12-28 17:11:00 +0000 UTC	Song for Kylie (I'm In Love With A Girl In A Time Machine)	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Song+for+Kylie+(I%27m+In+Love+With+A+Girl+In+A+Time+Machine)
2015-01-12 09:17:00 +0000 UTC	Voyage Of The Damned Suite	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Voyage+Of+The+Damned+Suite
2015-01-12 09:17:00 +0000 UTC	Only Martha Knows	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Only+Martha+Knows
2015-01-12 09:17:00 +0000 UTC	The Face of Boe	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Face+of+Boe
2015-01-12 09:17:00 +0000 UTC	Father's Day	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/Father%27s+Day
2015-01-12 09:17:00 +0000 UTC	The Dream of a Normal Death	BBC National Orchestra of Wales	https://www.last.fm/music/BBC+National+Orchestra+of+Wales/_/The+Dream+of+a+Normal+Death
2015-01-14 21:36:00 +0000 UTC	Then I Met You	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Then+I+Met+You
2015-01-14 21:36:00 +0000 UTC	My Old Friend the Blues	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/My+Old+Friend+the+Blues
2015-01-14 21:36:00 +0000 UTC	Sunshine On Leith	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Sunshine+On+Leith
2015-01-18 18:49:00 +0000 UTC	Come On Nature	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Come+On+Nature
2015-01-18 18:49:00 +0000 UTC	Cap In Hand	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Cap+In+Hand
2015-01-21 18:40:00 +0000 UTC	Dance With Me	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Dance+With+Me
2015-01-21 19:46:00 +0000 UTC	Letter from America	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Letter+from+America
2015-01-25 17:55:00 +0000 UTC	Now and Then	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Now+and+Then
2015-01-26 14:26:00 +0000 UTC	Calendar On The Wall	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Calendar+On+The+Wall
2015-01-26 14:26:00 +0000 UTC	Harness Pain	The Proclaimers	https://www.last.fm/music/The+Proclaimers/_/Harness+Pain
